568,20814
2093,20394
658,18915
3256,19815
5408,20744
1686,19909
3791,20701
3514,20767
3927,19866
806,20124
3056,21081
4354,19541
2768,20005
5968,21214
456,19367
2709,20213
4280,19950
1717,20709
5083,19719
1629,20730
4389,20801
63,19953
4410,18989
94,20806
2069,20192
1474,20335
3593,20716
4446,20794
73,20805
5854,20724
1639,19878
5974,18989
5282,20549
2983,20672
3083,21146
4599,20283
2140,20225
1061,19901
2318,19091
2697,20946
1307,19119
816,20696
5630,21180
2485,19689
3569,19479
3284,19845
4495,21011
5499,20446
386,18981
103,21161
4740,20897
2985,20606
3326,20757
5798,18879
4707,21035
3119,19782
2202,20534
1233,21065
1042,19360
2633,20562
4437,18970
1954,21222
1852,20086
1191,19312
664,18930
4847,19339
1056,20263
3129,19597
3208,19357
4796,19798
3254,21062
3570,20739
4167,19397
1038,20912
4883,21055
3992,19696
5385,19532
4828,20475
2291,20675
4623,19037
5225,19407
2717,20674
5481,19081
5625,20013
5733,19872
2218,20602
1231,19424
1665,20632
3180,21203
26,20084
3064,19738
1097,19551
3580,18970
2986,20967
1751,18972
812,19714
859,20776
5540,19914
4624,21138
4540,20162
4689,19102
868,20663
4322,21085
2133,21195
5334,20314
657,19942
5719,20530
2425,19505
1142,20227
186,20647
2622,19122
3574,20884
3828,20841
571,19202
1556,20790
3825,20067
2085,19757
2539,19640
1959,20461
625,20630
2457,21189
637,20190
1934,19405
2092,19146
3926,19025
3700,19928
320,20587
507,20433
1509,21267
2669,20667
3156,20808
4487,20075
1591,19928
2882,20610
5782,20738
2756,20070
4285,19201
2412,20675
3244,21121
123,19176
1568,20721
1957,19544
4242,20350
4944,18912
191,19135
3551,20750
1278,19905
5604,20142
2637,21113
1591,20621
1262,19558
2226,19925
2954,18853
4264,21199
3613,21168
683,19170
509,21046
1601,20695
1405,20218
1688,20960
5944,20704
1792,19208
4953,20607
554,20448
1744,19971
596,20492
5490,18932
3745,20298
2870,20123
788,19871
182,18908
2939,18918
410,19264
3062,18852
33,18866
240,19086
1232,19989
5188,21079
4065,20468
4949,20303
543,19128
1332,18956
4150,21121
875,21089
2558,18923
4396,20698
3755,20380
5091,19264
4888,19702
1559,20221
5260,21235
4701,18828
5385,19464
3978,20548
1442,19882
5093,20918
768,18915
3759,20599
3319,19495
887,20243
3450,20845
422,21066
4458,20657
1265,19950
669,21264
2178,20142
4000,20934
52,19950
2799,19775
3775,20452
1710,20902
3632,19978
2388,19369
3935,19410
1892,18925
1200,20149
3763,19856
2381,18991
2086,20823
3509,19643
5231,19192
4059,20570
2236,21087
4308,20242
204,20817
4480,21108
1305,20598
3528,18846
854,19446
4644,20396
2513,19691
4604,19877
4080,20329
533,20423
4656,20796
2803,20161
4117,20546
3744,19121
1643,19230
1378,20403
1778,20515
1414,20882
4974,19827
5184,20959
5336,21240
2599,20243
4068,21017
1219,20329
1362,19826
5097,19411
2442,20944
4298,19980
3727,19942
153,20638
4920,19914
1993,20314
341,19323
5922,19998
5005,20611
4068,20185
1424,19985
1296,20496
4925,19562
3808,20301
4672,21088
476,19697
2487,20529
2190,19380
2190,19703
5860,19949
2382,20501
2275,20211
4561,19707
1076,19511
5540,19138
3526,19477
1795,19008
1766,20613
799,19920
958,20402
4550,20548
1118,19393
1366,20383
3136,20754
2070,19692
3046,19147
1003,20641
1610,18890
5388,20121
5293,18830
673,21097
4710,20211
1213,20490
1213,20401
5674,19048
5822,20108
4405,20965
132,20742
5118,19408
4733,20030
988,20020
3247,20350
1268,18990
4848,18886
2051,20338
2673,19717
5684,20409
5216,20691
5432,20471
876,20004
3415,19526
3872,19533
2303,20130
3669,19265
5168,18995
1784,18839
2830,18933
1853,18974
3537,20930
1513,20194
3817,21021
777,20353
2276,19993
5534,20575
1987,19914
3095,21015
3399,19876
518,19444
3189,20367
5688,19224
3393,21095
571,20845
306,19122
5450,19825
2259,20483
250,20295
5852,20603
4018,20443
1067,20802
4465,20968
4642,19743
4824,21139
1367,21167
3019,19520
5703,20575
3468,20591
2497,20811
5608,18920
830,20207
817,20087
1109,19397
191,20492
5910,19651
860,19657
1661,18866
1613,19327
975,20033
2226,20315
4840,21049
3696,20970
3199,19326
3610,20079
5527,20676
3868,19606
3660,20931
5277,19592
1044,19897
5429,21233
769,20264
5535,20456
2217,18889
3444,19863
4838,19960
3336,20639
3478,19802
1660,20352
211,19389
5371,19405
4553,20258
2693,19430
130,19328
4678,18842
2538,19469
5400,20174
1155,20002
5356,20703
1451,19074
297,20752
5073,19319
5138,21017
4407,21200
5147,18849
5213,20264
5488,20610
5880,20113
3043,19148
716,20304
119,20273
1322,21007
3034,19941
4592,19797
1397,20762
5495,19560
2307,20943
4163,19143
3247,18832
1992,19565
1779,20314
3874,20724
1994,19137
2696,20388
1400,20430
2613,19433
5915,18883
2054,20383
5465,19025
3916,19497
5388,21077
5621,19512
4275,20227
4002,20100
4240,19537
1518,19062
3739,19481
3806,20535
5776,19110
4955,20674
4395,20251
3315,18918
4164,19702
3756,20663
4903,19328
1931,19090
2028,19645
5620,20494
4503,19274
3218,19622
195,19125
2843,19779
2133,20744
2260,20813
1863,20997
5876,20823
2035,19381
600,19833
259,20625
4847,20450
1435,20224
2592,19050
1325,19954
4482,20524
2623,18975
4846,19357
2664,19211
4051,20543
4531,19033
5541,20232
2870,19291
2819,19594
3506,19733
3298,21040
384,20781
4027,19073
5094,19836
1743,19325
2241,21109
431,18828
4191,18973
657,19538
3567,21255
5024,21259
2794,21184
5335,18988
2697,19162
2365,19361
477,20050
3620,20599
172,19651
3900,20814
3237,19917
3784,18867
69,19937
5067,19167
1268,19996
5082,19270
5044,20393
5802,19818
3891,20490
3689,20429
4670,21133
1012,19218
4715,18867
694,19603
5949,19609
5730,20084
2995,19015
1762,18979
1237,20294
2705,19504
5213,20300
3802,19998
825,19298
5793,20564
4936,19411
2719,19851
2971,19132
881,21053
1321,19758
545,20739
1722,19337
5126,19897
1,19294
3887,19275
2430,18849
1660,20051
4417,20774
4867,20356
2428,19445
5317,19980
389,20129
2903,19684
3396,20293
1501,18930
3126,19479
3927,19833
5902,19734
5648,20139
2975,20262
289,19913
733,20451
848,19689
4991,20126
5839,19983
3881,19138
323,18980
5973,19252
3294,20540
1012,19607
3286,21075
3755,20241
1913,21177
19,19803
5057,20552
5204,20471
5777,19376
1917,18949
549,20567
2557,19001
2201,19876
346,20465
1319,19828
1408,21094
2167,18881
4609,18886
3306,20615
3283,20775
5102,20494
3193,19128
951,20049
2485,19374
5791,20529
1246,19886
4284,18986
125,21082
259,19678
2454,20671
611,19091
4010,20870
2048,20535
3887,18862
1260,19958
1102,20761
5205,20884
3052,20669
2648,18904
2981,19066
2869,19840
155,21014
3891,20827
4657,19410
5560,20002
1606,19349
3115,19949
4649,20795
5341,20437
4883,21199
1340,18981
1055,20203
1038,21090
5557,19575
5966,21087
766,19593
3367,19724
3552,20311
787,20678
4541,19131
134,21065
2828,20860
231,18958
1561,20463
5225,20164
371,20877
576,20102
3493,19134
5184,19796
1179,19691
2153,20639
4906,19577
1670,19370
3704,20062
5933,21010
2959,21178
5659,20549
3910,19071
5782,19305
3821,20902
5716,19738
1946,20236
3050,20042
5270,19081
3117,19248
906,19910
509,20501
2085,21262
3050,21208
1815,20532
382,20016
3962,19296
2201,20340
2163,19938
654,19884
1596,21210
659,21180
4632,21078
3324,20481
547,19212
5507,20713
1967,21016
3753,19237
576,19447
1118,20144
5161,19766
310,20182
3867,19321
2303,19264
4134,20110
5215,19971
4048,19712
2548,19351
4572,20633
4816,20370
1808,20082
4751,19012
5586,20943
5184,19395
3475,20227
2452,19548
1791,18897
5049,19552
1044,18965
1186,20081
3449,18839
2867,20785
4132,20557
3070,20627
3870,18873
3422,19834
1672,19361
2108,19579
5561,20837
1415,19679
1648,20850
69,19163
3930,18833
187,20718
1847,20643
2534,19593
3253,20725
1978,20866
4955,20356
5532,20452
3830,21267
4472,20072
2672,19514
3083,20313
1750,19865
1485,21021
2066,19903
4550,18990
1913,20405
92,19795
5475,20491
3477,19944
5706,19359
5251,19374
4515,20592
420,20445
1644,20106
4086,19608
1773,19534
3939,21083
150,19604
5567,20953
2623,19577
5240,19111
4515,19664
4040,19754
3488,21223
1535,20344
3673,19653
826,18851
1262,19936
2618,19322
1059,19097
158,19470
3807,19405
19,19259
2037,19595
231,21000
5688,19343
344,19700
2113,20761
4312,20403
3573,20044
1414,20447
3917,20257
1947,20449
4274,19483
1386,20401
572,19152
1502,18937
814,19005
5727,19844
4784,18968
3903,20093
5249,20616
3759,19389
4427,20056
5058,20206
456,19964
1183,20592
2699,19259
2587,19969
4529,20019
529,20870
939,18960
869,19763
3112,20905
2954,20371
5307,21062
1166,20944
3431,19230
3921,18941
5146,21205
5067,19648
3243,19359
946,19507
520,19663
5867,20067
3347,20155
4230,21031
3078,20274
3164,20953
3097,20222
4262,20769
3021,19523
4115,19354
3912,21124
2138,18994
89,19468
4278,20309
4671,19413
4875,18915
5086,19480
2738,20114
5017,19730
912,19665
4999,18839
3473,19224
2069,21180
3639,19631
5803,19938
1816,19274
2922,19601
2056,19288
812,18917
3506,21233
3076,20834
4442,20404
1337,20384
1545,20795
5917,20921
1830,20661
1576,20810
5588,20224
3069,19877
302,19158
4548,20594
5406,19399
855,19804
4757,19969
179,19913
2883,21155
5233,19986
1494,19417
665,19375
1791,19510
146,19101
2389,19563
1978,21104
2853,19814
348,19040
3068,20023
1644,18905
3715,19388
1942,19692
3933,20804
1797,20299
1561,19015
5799,19798
3901,20424
5577,19235
4679,20980
2036,19778
895,19603
1917,20544
4932,19946
5590,19548
2464,20184
5414,19033
4173,20794
1931,20555
3336,20274
1491,19909
5382,20708
1782,20787
2906,19395
924,19549
4398,19787
607,20104
2663,19271
1931,20901
1319,20122
3097,20294
3673,20425
1199,19822
5924,20552
2057,20610
4810,20324
5929,20954
1910,19356
1278,20973
3700,19482
5636,18974
3017,19932
4570,20380
85,20954
912,19205
5806,20249
2126,21048
756,18937
4897,20577
5510,19703
5264,19773
5517,21185
2073,19226
4799,20060
3536,20266
777,19614
3789,19186
5802,18828
1798,21045
1579,20771
2037,20422
4412,19073
586,20640
3447,21122
3924,19513
5549,18994
3812,21133
4265,21191
5836,19479
740,19449
104,20201
2627,20425
2595,19072
4753,20190
4256,21098
5485,21092
2266,21259
5850,19251
1751,19700
5398,19098
2031,20952
2894,20365
1098,19416
3314,18885
4313,20563
5734,20808
1243,20516
5558,19787
4472,20075
2246,19848
3470,20216
5000,20965
3272,18995
1507,19975
3090,18871
2208,18955
204,20525
3664,21192
2479,20535
2550,19623
2184,21082
4483,21210
1719,19356
1401,19600
2962,20043
3431,18998
1060,20386
5663,19673
1912,20568
22,19918
5774,18908
3753,20319
2963,19148
4950,19320
4403,21169
988,19000
3420,19360
3737,20629
1104,19958
1610,19886
5449,19559
2783,19163
4819,21198
1568,19043
1351,19346
4894,21131
5335,19826
42,19950
2006,20829
1067,19601
481,20075
367,20149
2292,19936
3126,19870
1136,19798
5128,19517
3365,19357
2947,19540
1563,20577
3804,19716
2240,21190
3213,20343
1330,21043
4300,19272
3249,18828
3043,20981
2507,19789
355,19446
619,20887
973,20345
651,20242
4853,20255
3680,19798
4060,20301
2730,21004
1423,19104
3301,19816
4366,19604
4842,19715
2269,19217
4010,20544
3670,19374
212,20206
4693,20076
4276,19598
2569,20039
3115,20087
3487,21072
1014,20291
5594,19783
39,20097
2287,19465
4408,19833
5222,20376
5163,19551
398,19240
4637,19079
1934,21196
668,19530
2194,21197
4998,19887
5617,19213
4984,19603
3166,21102
2141,20438
2073,19953
5058,20088
3187,20014
388,21208
372,18997
3809,19967
1186,19886
2366,20237
2787,20872
4551,20308
5544,19475
4107,20178
3550,20232
5204,18992
2941,19425
1320,20168
3294,19833
3046,19715
4542,20756
372,20062
2390,20113
5592,19755
4390,20804
4674,20732
1251,21227
5210,20233
4324,21273
5021,21011
5017,20674
3810,21209
1744,19699
5558,21065
4379,19630
1065,18955
5747,19658
2424,18989
5971,20885
2768,20647
3886,21025
4239,20624
779,20428
4997,19093
553,20195
827,19779
1832,19181
4158,21167
5210,21012
4669,19887
2784,21032
4423,20744
2362,19467
563,20592
1841,20702
5004,20552
3123,20221
2164,19769
4394,18892
1078,20500
2701,19800
575,20958
3120,20111
66,20598
4335,19294
2891,20256
1046,20204
1568,18992
5582,19661
1403,20732
382,20510
2876,20726
2664,20091
5772,19645
3307,19237
4693,20404
3296,18906
3141,20309
1396,19874
512,19299
4487,20643
5138,20815
4259,20215
3541,19832
1080,20140
2212,21152
1844,19434
2278,20223
4912,19565
589,18895
5439,21083
2996,19554
431,20715
4217,19537
3430,21143
146,19995
4646,21147
2847,20741
5752,20648
5184,18989
1631,19301
3386,20079
1611,19718
3946,20082
5719,21236
5591,20874
1437,19025
4709,20788
5710,18936
107,19578
1405,20460
1760,20484
1285,19070
2880,21141
5816,21064
3952,19744
206,19756
3426,20959
3787,21149
4407,20497
5143,20342
5643,20924
3276,20241
5533,19651
2125,20314
1179,19602
3915,19866
3020,19160
1920,19886
3524,19639
3949,19217
1865,20560
3760,20696
2652,20115
5517,20900
2537,20758
2232,19665
2995,18954
2090,19735
538,20878
5697,20290
1134,18894
2421,21173
2246,20485
325,20640
4184,19016
3610,21248
2115,19278
621,19925
3059,20021
4342,20823
4049,19164
124,19662
1451,20975
2245,19615
1141,20979
2461,19915
610,19812
4032,20457
4536,20585
5477,20733
4157,19993
4829,19408
420,20093
4704,19438
2094,20053
4347,21075
2341,19416
4367,19761
3584,18972
5088,20655
3446,19027
1782,20425
4868,19422
2493,19901
1704,20648
2821,19771
982,19511
5513,19928
4187,19696
4875,20595
3066,19170
1279,21091
553,19648
1281,20228
5021,20022
2292,20679
3300,21269
274,20249
509,19984
543,20066
2054,20359
4479,19406
1535,21259
5409,20988
133,20069
1074,20031
3551,20228
4503,19881
5166,19690
1713,21270
4837,19394
1000,21149
5275,19688
231,19045
624,20158
2954,19711
4769,21245
2417,19663
739,20054
5397,20320
3531,19529
3892,19648
752,18950
3501,19427
976,20079
2796,21120
306,20876
3597,19347
3391,19070
5939,19182
2234,19307
2825,19353
844,20091
40,20974
2403,18999
5053,19422
1493,20546
5483,19598
5488,19628
4009,21127
5115,18974
447,20786
760,18848
2657,20280
969,20524
5226,19579
4159,21142
5183,21086
2067,19605
783,20830
1933,20334
5865,19980
759,18922
1198,19363
4337,19083
2864,19669
4267,20496
5482,19999
5141,20642
5308,20263
132,20595
4510,20952
5249,20086
1056,20413
4548,19398
401,18871
1101,19736
4777,19606
2005,19450
2090,20353
5712,19215
2058,20783
344,19841
5795,19148
5867,20720
4919,20631
2736,20539
5841,19189
3479,19688
5181,20718
2213,19006
1405,19621
4941,21227
5962,21249
2373,19725
5301,19378
354,19257
1068,19312
3055,18981
3916,18995
1041,20794
882,19305
4962,20591
553,19383
1988,19925
1498,20454
5442,20736
4542,20257
26,21085
375,20439
4112,19786
4298,21035
3784,19979
1088,19846
1664,20838
4064,20875
3058,20583
3332,19897
355,19196
60,19160
71,18971
3203,19791
5167,19287
1741,20522
4397,19378
3658,19560
890,19883
2450,19901
5442,20988
5660,20995
307,20964
5957,21267
702,20688
3332,19131
1511,20509
3651,19204
4991,19180
3804,20823
1397,19673
3832,19614
2471,20172
3277,19202
129,19630
3863,19556
765,19371
2557,20247
5460,20936
2182,20432
4099,20331
849,19422
2898,20090
5501,21066
125,20370
161,20330
3893,20358
874,19689
4730,20900
3231,19240
5848,19234
4770,18921
4284,19747
4583,20362
2943,20625
3992,20265
3414,20233
2476,19754
5300,21137
2935,21229
1106,19989
1437,20865
2082,20020
5739,21007
74,19215
592,19291
1500,20426
1646,20404
1055,21181
4232,21216
1979,21059
2591,19127
1919,21251
374,19878
637,20730
2474,19865
3329,18895
2466,20292
4477,19954
5163,19579
5053,20083
2768,21134
4243,18951
3596,19604
2627,20767
5915,19192
867,21214
2565,21075
3604,19072
2259,20709
3106,19492
1613,19455
3812,20913
3650,20019
4634,19711
3749,20589
624,21006
1326,20664
2294,21099
3093,21093
4337,19498
475,20532
2699,19918
2669,20378
1897,20307
5533,21214
4964,18942
5471,20335
2556,20518
987,20174
5855,19306
5150,20284
5627,20916
1294,19865
5181,21201
4632,18831
2514,19829
2074,20521
5758,20403
1684,20424
4660,20477
3277,20411
5835,19350
3890,20843
224,20735
2563,20021
335,19558
3493,20334
4730,21196
4833,19052
3270,19250
4677,19788
4267,19189
4575,20340
5465,18922
3381,20569
2194,19658
114,19043
2432,19916
4189,20430
815,19713
5820,19334
63,20229
5255,20956
2072,19283
4230,20092
4729,19805
4158,20273
5878,20653
2778,19995
2945,19255
3971,19389
3413,21232
4002,20479
2882,20358
3594,20943
254,18965
5515,20251
3980,20564
4664,20312
154,19884
680,19135
4724,19523
3548,19553
5608,20445
3236,20771
631,21064
5348,20123
290,20493
1105,20155
4684,21252
3545,20337
4065,19379
3599,19834
281,20880
5350,20970
4052,18875
4492,19490
5260,18961
5538,19346
2276,19537
3204,18879
1563,18958
1671,19604
3559,20414
5036,20924
2046,21186
3361,18865
1990,19511
5286,19645
1122,19437
5812,19548
3162,20059
2787,20488
2731,20780
289,19824
411,20596
3789,18857
435,18980
991,20531
4068,19138
4325,20044
4157,20990
2659,19970
4778,18903
5967,19170
2169,19570
2642,20560
2932,20063
93,19322
3308,19646
938,20237
633,20358
3802,19206
2636,19646
5597,20613
2583,18932
4302,20029
93,19101
239,19503
328,19677
1458,20498
5265,20872
701,19277
466,19033
3127,18904
5500,19923
4033,20945
4492,21224
4208,20622
5262,19458
4473,20176
4565,18901
5462,19745
4632,20997
2591,19974
5521,21177
2931,20686
5821,20085
2973,20720
1078,19445
3283,20024
5163,20695
4043,21118
651,20700
1729,21144
1078,20730
5961,20559
5678,20218
1257,19201
5338,20906
1239,19352
5534,20205
2200,20962
379,20951
3301,20299
36,19625
5063,19548
4421,19460
3862,19185
2492,19301
3442,20196
2774,19624
5793,18896
2261,19016
2135,19737
393,21237
4998,19632
994,19866
5917,19853
3746,20566
2077,20542
418,20051
4073,20002
896,19780
1221,19324
3099,19880
4300,21070
903,19866
1505,19805
610,20919
1354,21083
1865,21158
5319,19544
3755,20147
2481,19624
3823,19835
1795,18840
3756,20532
214,19055
5730,20463
4583,19058
2457,19011
3621,20247
4429,19410
2634,20008
733,21194
27,21027
3021,19851
4384,19542
4356,19902
3195,19407
3937,19092
3221,19812
2262,20983
2898,19051
2248,19387
4132,20439
2727,19824
644,19103
1938,19354
4174,19610
3951,20933
374,21239
2865,19214
1379,20160
1870,19959
4549,19642
2528,19613
1633,19537
3726,20710
314,18903
3721,20996
1649,19651
4260,19732
1739,21084
1192,19801
5652,20178
5596,19928
5091,20582
5490,20456
1175,19913
4728,19813
1272,19504
5143,21147
1840,19502
1479,19994
3970,19513
4110,19846
5237,19113
4442,19812
4320,20440
266,20893
796,20353
4155,20165
2122,20578
4566,20703
3056,18946
1875,20836
4292,19201
4516,19005
5277,20174
2133,20436
3243,19282
2363,19172
3620,20021
1451,19431
5296,21069
1728,19521
2152,20457
3577,19385
3245,20340
2490,20716
5644,21218
4164,20600
1393,19275
3855,20000
3320,19429
3166,20311
3928,20446
4699,19735
113,18985
2588,19943
1872,19554
3252,20539
5321,20372
640,20448
2438,19958
2443,20207
5430,19784
1059,20170
4456,19686
5314,20727
4500,19133
4881,19308
4921,19051
1849,19112
1980,19176
4491,21246
4335,20189
144,19378
3215,20117
1655,20183
2025,19917
1500,19231
5191,21125
863,21134
3005,19727
4504,19748
4929,20128
3113,19018
4836,20972
1993,19849
4637,20586
2417,20313
3107,19133
5877,20571
3738,20587
1026,19890
5117,20875
1496,20326
1813,21042
2528,19552
906,18947
4093,20037
3118,20125
1791,20695
2123,19768
5309,21181
3330,19272
2240,18888
4867,20373
146,19395
4014,19672
5898,19624
5180,18919
4031,20397
4595,21182
857,20558
192,19271
1306,19261
488,19279
38,19754
2480,18870
5217,19313
2095,19675
3127,20472
5353,19690
3456,20722
3380,18896
3214,19304
1593,19490
1800,19090
2545,21040
2178,19533
3687,20735
2717,20729
5819,20457
1724,19843
5936,19576
460,19111
5212,19245
3221,20729
4408,19044
55,18894
3817,19533
1095,19462
2609,20424
1867,20404
3337,19059
1869,19999
3851,19964
2156,19346
737,20762
2601,19144
5586,19190
896,20065
5430,19906
2903,19827
1509,21182
3377,19522
1789,20755
2339,20054
86,20701
653,20532
1945,19930
5040,20218
4581,20258
3814,19498
3197,19043
5916,19973
1699,19358
1483,21038
3106,19509
1294,19090
584,20417
608,21097
5418,20109
3757,21056
5616,19959
1770,19399
3841,20445
3918,20893
1006,19012
3647,20149
2363,20163
3666,19279
570,20649
5082,18905
5,20701
1289,20414
3443,21034
1356,20919
3204,20534
383,20008
1948,19445
5457,20892
511,19666
3215,19181
3299,19035
3631,19693
3689,19345
1851,19943
766,19625
4019,19268
3290,21002
1634,19278
4688,19498
860,20357
4644,20634
5953,19644
183,20702
2967,19566
5854,20317
1839,19684
3297,19340
3647,19650
2180,19314
2714,20685
5286,20841
3747,19418
5829,19283
988,20734
3379,19991
444,19561
3178,19609
217,20353
3012,21173
4488,19873
5404,19800
3075,19808
4463,21256
673,19314
3028,19099
1761,20798
5953,19479
1036,19590
717,19786
3808,20746
4851,19389
5366,19271
4992,20218
3300,20184
1275,19895
4823,20957
5650,19669
5652,20036
4244,20667
536,18841
76,20935
2219,20512
174,19108
1471,18840
2686,20639
2476,20045
3757,21193
5428,21087
1504,20520
1039,21016
897,21122
601,21053
5557,19733
686,18926
341,19542
5730,19914
265,19435
4281,20201
5323,20366
1591,19851
2065,19302
4489,20387
2629,19983
5135,20773
1961,19242
4710,19144
5346,20997
5558,19112
3631,19397
4736,20840
853,19748
151,20157
935,18893
3752,19082
1997,19735
2521,20464
576,19852
356,19244
2568,19226
275,18868
5901,19622
675,19575
3679,19221
2444,20118
1075,20136
3947,20668
3541,21138
2632,20436
2979,19326
1874,20476
4399,19755
928,21096
4597,19908
5230,19508
4105,20862
1772,19961
5267,19756
5120,19332
1643,20148
1760,19807
723,19582
3685,20806
2780,20729
1341,19307
4415,20545
315,19847
5181,18842
1407,20872
4168,19089
5278,20991
4979,20289
2306,19983
4199,20796
1472,20527
45,20374
3765,19281
4237,21142
1037,20296
1242,19655
5417,19800
2425,20055
4232,19594
4751,20236
1595,20046
5597,20618
4378,20094
920,19224
2712,19757
3589,19750
5571,20337
3739,19953
2019,19131
3115,20417
5703,20432
5007,20028
5384,19645
2622,20538
4587,19041
721,20473
4727,21017
5464,18925
2313,20430
5848,20577
5086,19450
5495,20725
2148,20645
1918,21215
1675,19780
5526,19112
1827,20636
855,21260
361,20631
345,19811
364,20159
3336,19626
599,20143
2965,20525
835,19431
1689,20656
2694,19633
3214,19260
5966,19913
1922,19062
892,21052
4287,19382
4367,19429
5540,20868
3693,21204
997,21128
3077,20854
107,20709
2408,19197
5576,19022
3492,19010
2553,19591
4056,20778
1323,19478
5416,19956
186,19117
5371,19512
5492,18869
1151,20891
906,20832
1494,19304
2832,19318
1054,21150
5364,21258
1192,19800
1058,20318
4790,19593
2931,20049
1324,19734
3432,19140
2405,19630
5333,19522
1336,19155
1450,19719
5672,19563
599,21153
2584,20402
5742,19406
81,20805
160,20800
52,19573
55,20555
3601,19152
2518,20359
1061,20918
3369,19390
2194,20540
1083,20460
289,19981
3755,20553
4514,19206
2522,21083
549,18959
1542,19916
437,21058
1618,19688
4543,18953
3496,20315
1342,20517
4122,19291
2073,19001
3773,20675
2199,18857
2959,19528
195,19377
1574,19083
2211,20463
2812,20874
1479,19173
4687,19566
482,19617
3570,19735
4638,20687
552,19896
2261,18922
5725,19212
3195,20688
1510,20269
3270,20966
2976,20172
138,19560
1811,20175
823,20774
702,20262
2309,19699
317,20353
2168,19983
5643,20881
259,21094
4398,19223
1721,19362
5830,19961
3779,20979
5515,19163
775,18966
3000,20289
1511,20691
2922,19498
4530,19398
352,20810
